曲名,ユニット名,アイドル
Shine!!,CINDERELLA PROJECT,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
Absolute NIne,,塩見周子,高垣楓,渋谷凛,前川みく,一ノ瀬志希,島村卯月,相葉夕美,城ヶ崎美嘉,向井拓海
つぼみ,,塩見周子,前川みく,高垣楓,相葉夕美,一ノ瀬志希
とどけ！アイドル,,島村卯月,渋谷凛,本田未央,諸星きらり,双葉杏
Heart Voice,CANDY ISLAND with 輿水幸子,双葉杏,三村かな子,緒方智絵里,輿水幸子
Rockin’ Emotion,ソロ,木村夏樹
Wonder goes on!!,＊（Asterisk） with なつなな,前川みく,多田李衣菜,安部菜々,木村夏樹
この空の下,LOVE LAIKA with Rosenburg Engel,新田美波,アナスタシア,神崎蘭子
Nebula Sky,ソロ,アナスタシア
Trancing Pulse,Triad Primus,渋谷凛,神谷奈緒,北条加蓮
青空エール,,結城晴,赤城みりあ,脇山珠美,緒方智絵里,城ヶ崎美嘉
心もよう,new generations,島村卯月,渋谷凛,本田未央
あいくるしい,,佐久間まゆ,小早川紗枝,水本ゆかり,三村かな子,速水奏
流れ星キセキ,new generations,島村卯月,渋谷凛,本田未央
M@GIC☆,CINDERELLA PROJECT,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
in fact,ソロ,橘ありす
Can't stop!!,ソロ,片桐早苗
秘密のトワレ,ソロ,一ノ瀬志希
青の一番星,ソロ,塩見周子
ラヴィアンローズ,ソロ,櫻井桃華
Snow Wings,,島村卯月,渋谷凛,本田未央,大槻唯,上条春菜
Lunatic Show,,星輝子,白坂小梅,輿水幸子,小早川紗枝,姫川友紀
Tulip,LiPPS,速水奏,塩見周子,宮本フレデリカ,一ノ瀬志希,城ヶ崎美嘉
Flip Flop,,日野茜,高森藍子,及川雫,脇山珠美,道明寺歌鈴
Radio Happy,ソロ,大槻唯
恋色エナジー,ソロ,中野有香
共鳴世界の存在論,ソロ,二宮飛鳥
恋のHamburg♪,ソロ,五十嵐響子
STORY,,島村卯月,渋谷凛,本田未央,神谷奈緒,北条加蓮
はにかみdays,ソロ,島村卯月
AnemoneStar,ソロ,渋谷凛
ハイファイ☆デイズ,(L.M.B.G),佐々木千枝,櫻井桃華,市原仁奈,龍崎薫,赤城みりあ
生存本能ヴァルキュリア,アインフェリア,新田美波,橘ありす,鷺沢文香,高森藍子,相葉夕美
ステップ！,ソロ,本田未央
ニャンと☆スペクタクル,ソロ,前川みく
純情Midnight伝説,炎陣,向井拓海,木村夏樹,藤本里奈,松永涼,大和亜季
明日また会えるよね,la Roseraie,宮本フレデリカ,一ノ瀬志希,櫻井桃華,中野有香,五十嵐響子
Near to You,la Roseraie,宮本フレデリカ,一ノ瀬志希,櫻井桃華,中野有香,五十嵐響子
きみにいっぱい☆,サンフラワー,姫川友紀,市原仁奈,片桐早苗,大槻唯,相葉夕美
Near to You,サンフラワー,姫川友紀,市原仁奈,片桐早苗,大槻唯,相葉夕美
咲いてJewel,CAERULA,鷺沢文香,速水奏,橘ありす,塩見周子,二宮飛鳥
Near to You,CAERULA,鷺沢文香,速水奏,橘ありす,塩見周子,二宮飛鳥
SUPERLOVE☆,ソロ,城ヶ崎莉嘉
NUDIE★,ソロ,城ヶ崎美嘉
Love∞Destiny,Masque:Rade,佐久間まゆ,小日向美穂,多田李衣菜,北条加蓮,緒方智絵里
空と風と恋のワルツ,ソロ,小日向美穂
Sparkling Girl,ソロ,多田李衣菜
サマカニ！！,サマプリ,川島瑞樹,日野茜,堀裕子,難波笑美,上田鈴帆
おかしな国のおかし屋さん,ソロ,三村かな子
Bloody Festa,ソロ,白坂小梅
BEYOND THE STARLIGHT,,城ヶ崎莉嘉,緒方智絵里,北条加蓮,大槻唯,川島瑞樹
Yes! Party Time!!,,島村卯月,渋谷凛,本田未央,赤城みりあ,安部菜々
ラブレター,P.C.S.,島村卯月,小日向美穂,五十嵐響子
EVERMORE,,城ヶ崎美嘉,神崎蘭子,前川みく,二宮飛鳥,一ノ瀬志希
Jet to the Future,ロック・ザ・ビート,多田李衣菜,木村夏樹
青空リレーション,ソロ,高森藍子
PANDEMIC ALONE,ソロ,星輝子
Treasure☆,デレパジ,島村卯月,渋谷凛,本田未央,城ヶ崎美嘉,多田李衣菜
Take me☆Take you,,高垣楓,三船美優,森久保乃々,島村卯月,安部菜々,前川みく,依田芳乃,本田未央,佐藤心
キミのそばでずっと,,島村卯月,高垣楓,三船美優,森久保乃々,依田芳乃
にょわにょわーるど☆,ソロ,諸星きらり
cherry＊merry＊cherry,ソロ,緒方智絵里
あんきら！？狂騒曲,HappyHappyTwin,諸星きらり,双葉杏
命燃やして恋せよ乙女,宵乙女,高垣楓,安部菜々,片桐早苗,佐藤心,三船美優
Sweet Witches' Night ～6人目はだぁれ～,Sweetches,及川雫,椎名法子,十時愛梨,森久保乃々,三村かな子
スローライフ・ファンタジー,ソロ,双葉杏
Frozen Tears,ソロ,北条加蓮
情熱ファンファンファーレ,ポジティブパッション,本田未央,日野茜,高森藍子
桜の頃,春霞,依田芳乃,小早川紗枝,道明寺歌鈴,浜口あやめ,脇山珠美
メルヘン∞メタモルフォーゼ！,ソロ,安部菜々
薄紅,ソロ,小早川紗枝
追い風Running,ソロ,乙倉悠貴
One Life,ソロ,松永涼
祈りの花,ソロ,依田芳乃
∀NSWER,individuals,早坂美玲,森久保乃々,星輝子
キラッ！満開スマイル,,島村卯月,小日向美穂,佐久間まゆ,双葉杏,櫻井桃華
たくさん！,ソロ,アナスタシア
Nothing but You,NEX-US,中野有香,アナスタシア,神谷奈緒,前川みく,星輝子
ぴにゃこら太絵かき歌,ソロ,島村卯月
エチュードは1曲だけ,,渋谷凛,上条春菜,神谷奈緒,神崎蘭子,三船美優
モーレツ★世直しギルティ！,セクシーギルティ,堀裕子,片桐早苗,及川雫
Neo Beautiful Pain,ソロ,神谷奈緒
With Love,Love Yell,五十嵐響子,諸星きらり,姫川友紀,乙倉悠貴,水本ゆかり
SUN♡FLOWER,,本田未央,片桐早苗,佐藤心,城ヶ崎美嘉,諸星きらり
きらりんロボのテーマ,ソロ,諸星きらり
マイ・スイート・ハネムーン,ソロ,佐久間まゆ
リトルリドル,LittlePOPS,双葉杏,城ヶ崎莉嘉,二宮飛鳥,白坂小梅,早坂美玲
銀のイルカと熱い風,,大槻唯,新田美波,緒方智絵里
とんでいっちゃいたいの,,一ノ瀬志希,三村かな子,宮本フレデリカ
夏恋 -NATSU KOI-,,塩見周子,橘ありす,松永涼
CoCo夏夏夏　Holiday,,上田鈴帆,佐藤心,十時愛梨
Kawaii make MY day!,メロウ・イエロー,中野有香,水本ゆかり,椎名法子
わたぐも,ソロ,赤城みりあ
双翼の独奏歌,ダークイルミネイト,神崎蘭子,二宮飛鳥
イリュージョニスタ！,,本田未央,佐久間まゆ,鷺沢文香,輿水幸子,新田美波
Virgin Love,ノーティギャルズ,向井拓海,藤本里奈
さよならアンドロメダ,,渋谷凛,森久保乃々,大和亜季
Twin☆くるっ★テール,ファミリアツイン,城ヶ崎美嘉,城ヶ崎莉嘉
秋風に手を振って,,中野有香,相葉夕美,多田李衣菜
Halloween♥Code,,安部菜々,乙倉悠貴,前川みく
空想探査計画,,木村夏樹,浜口あやめ,日野茜
Blooming Days,,緒方智絵里,早坂美玲,安部菜々,五十嵐響子,道明寺歌鈴
サイキック！ぱーりーないと☆,ソロ,堀裕子
秋めいて Ding Dong Dang!,,アナスタシア,佐々木千枝,北条加蓮,速水奏,新田美波
Trinity Field,Triad Primus,渋谷凛,神谷奈緒,北条加蓮
恋が咲く季節,,高垣楓,本田未央,藤原肇,荒木比奈,喜多見柚,佐久間まゆ,村上巴,関裕美,緒方智絵里
always,,高垣楓,本田未央,藤原肇,荒木比奈,喜多見柚
ツインテールの風,,小日向美穂,速水奏,城ヶ崎美嘉
White again,,小早川紗枝,櫻井桃華,島村卯月
Frost,,神谷奈緒,神崎蘭子,脇山珠美
冬空プレシャス,,片桐早苗,難波笑美,姫川友紀
楽園,ソロ,関裕美
Last Kiss,ソロ,三船美優
おんなの道は星の道,ソロ,村上巴
Snow＊Love,,市原仁奈,大槻唯,及川雫,高森藍子,依田芳乃
Happy New Yeah!,,島村卯月,渋谷凛,本田未央,佐藤心,三村かな子
美に入り彩を穿つ,羽衣小町,小早川紗枝,塩見周子
炎の華,ソロ,向井拓海
フレデリカ、猫やめるよ,ソロ,宮本フレデリカ
桜の風,,アナスタシア,五十嵐響子,依田芳乃
HARURUNRUN,,関裕美,水本ゆかり,棟方愛海
未完成の歴史,,二宮飛鳥,藤原肇,北条加蓮
Spring Screaming,,喜多見柚,本田未央,龍崎薫
Dreaming of you,ソロ,川島瑞樹
Voyage,ソロ,新田美波
Vast world,,白坂小梅,緒方智絵里,堀裕子,双葉杏,諸星きらり
みなぎれ！ボボボンバー,ソロ,日野茜
PROUST EFFECT,ソロ,一ノ瀬志希
君への詩,,安部菜々,本田未央,北条加蓮,鷹富士茄子,鷺沢文香,一ノ瀬志希,佐久間まゆ,南条光,喜多日菜子
Trust me,,安部菜々,本田未央,北条加蓮,鷹富士茄子,鷺沢文香
ドレミファクトリー！,第3芸能課,橘ありす,市原仁奈,赤城みりあ,櫻井桃華,的場梨沙,結城晴,古賀小春,龍崎薫,佐々木千枝,遊佐こずえ,佐城雪美
if,ソロ,速水奏
踊りまくろ☆ダンシング・ナイト,ソロ,片桐早苗
Stage Bye Stage,,島村卯月,小日向美穂,五十嵐響子,渋谷凛,神谷奈緒,北条加蓮,本田未央,日野茜,高森藍子
銀河図書館,ソロ,鷺沢文香
いとしーさー,,輿水幸子,多田李衣菜,藤原肇,森久保乃々,水本ゆかり
アツアツ♪マカロニグラタン,ソロ,五十嵐響子
Private Sign,ソロ,塩見周子
凸凹スピードスター,しゅがしゅが☆み～ん,佐藤心,安部菜々
なつっこ音頭,,橘ありす,赤城みりあ,結城晴,龍崎薫,城ヶ崎莉嘉,新田美波
クレイジークレイジー,レイジーレイジー,一ノ瀬志希,宮本フレデリカ
Dear My Dreamers,ソロ,姫川友紀
ガールズ・イン・ザ・フロンティア,,渋谷凛,早坂美玲,木村夏樹,小日向美穂,塩見周子
さよならアロハ,,中野有香,藤本里奈,木村夏樹,十時愛梨,宮本フレデリカ
Pretty Liar,ミステリアスアイズ,速水奏,高垣楓
ハピガ！,ソロ,輿水幸子
Dreaming Star,ソロ,相葉夕美
アンデッド・ダンスロック,エルドリッチ・ロアテラー,松永涼,白坂小梅
花のことば,ソロ,相葉夕美
Starry-Go-Round,,前川みく,アナスタシア,大槻唯,姫川友紀,二宮飛鳥
Sunshine See May,山紫水明,藤原肇,依田芳乃
谷の底で咲く花は,ソロ,白菊ほたる
もりのくにから,ソロ,森久保乃々
しゅがーはぁと☆レボリューション,ソロ,佐藤心
ヒトトキトキメキ,ソロ,十時愛梨
Palette,P.C.S.,島村卯月,小日向美穂,五十嵐響子
LOVE☆ハズカム,ソロ,藤本里奈
スパイスパラダイス,ポジティブパッション,本田未央,日野茜,高森藍子
夢幻ノ救憐唱 ～堕チル星ノ調ベ～,ソロ,神崎蘭子
義勇忍侠花吹雪,可惜夜月,道明寺歌鈴,浜口あやめ,脇山珠美
Needle Light,サイバーグラス,上条春菜,荒木比奈
to you for me,ソロ,橘ありす
Fascinate,Velvet Rose,黒埼ちとせ,白雪千夜
きゅん・きゅん・まっくす,,乙倉悠貴,一ノ瀬志希,前川みく,椎名法子,棟方愛海
O-Ku-Ri-Mo-No Sunday!,miroir,久川凪,久川颯
反逆的同一性 -Rebellion Identity-,ソロ,二宮飛鳥
無重力シャトル,チームヘラクレス,安部菜々,新田美波,多田李衣菜,城ヶ崎莉嘉,相葉夕美
Max Beat,,高垣楓,鷹富士茄子,二宮飛鳥,松永涼,大和亜季
Sun! High! Gold!,,本田未央,北条加蓮,夢見りあむ,遊佐こずえ,佐城雪美
夢をのぞいたら,,本田未央,北条加蓮,夢見りあむ,遊佐こずえ,佐城雪美,一ノ瀬志希,鷺沢文香,佐久間まゆ,ナターリア
TAKAMARI☆CLIMAXXX!!!!!,,喜多日菜子,喜多見柚,南条光,日野茜,姫川友紀
愛の讃歌,ソロ,櫻井桃華
おねえちゃんデスコ,ソロ,市原仁奈
バベル,Dimension-3,一ノ瀬志希,二宮飛鳥
ヒカリ→シンコキュウ→ミライ,ソロ,中野有香
comic cosmic,,佐久間まゆ,久川颯,中野有香,佐々木千枝,堀裕子
サニードロップ,ソロ,大槻唯
TRUE COLORS,,城ヶ崎美嘉,高森藍子,アナスタシア,藤原肇,乙倉悠貴,黒埼ちとせ,白雪千夜,久川颯,久川凪
Gossip Club,セクシーギャルズ,大槻唯,城ヶ崎美嘉,藤本里奈
ステップ＆スキップ,ワンステップス,関裕美,白菊ほたる,森久保乃々
不埒なCANVAS,,輿水幸子,相葉夕美,塩見周子
印象,,浜口あやめ,白菊ほたる,三船美優
ミラーボール・ラブ,,宮本フレデリカ,棟方愛海,及川雫,荒木比奈,姫川友紀
Secret Daybreak,Dea Aurora,新田美波,速水奏
あこがれステッチ,ソロ,佐々木千枝
あらかねの器,ソロ,藤原肇
OTAHEN アンセム,ソロ,夢見りあむ
Claw My Heart,ソロ,早坂美玲
オウムアムアに幸運を,,的場梨沙,神谷奈緒,黒埼ちとせ,一ノ瀬志希,佐藤心
Blessing,ソロ,高垣楓
ドリームアウェイ,,佐久間まゆ,喜多日菜子
幸せの法則 ～ルール～,ミスフォーチュン,白菊ほたる,鷹富士茄子
躍るFLAGSHIP,,小日向美穂,北条加蓮,佐藤心
Athanasia,,ナターリア,小早川紗枝,白坂小梅
Unlock Starbeat,,星輝子,白雪千夜,神崎蘭子,五十嵐響子,多田李衣菜
Gaze and Gaze,フォーリンシーサイド,川島瑞樹,村上巴
Great Journey,new generations,島村卯月,渋谷凛,本田未央
輝け！ビートシューター,ビートシューター,結城晴,的場梨沙
Sing the Prologue♪,,久川凪,関裕美,遊佐こずえ,三村かな子,堀裕子
春恋フレーム,ソロ,上条春菜
オタク is LOVE!,虹色ドリーマー,神谷奈緒,荒木比奈,安部菜々
Never ends,,北条加蓮,鷺沢文香,一ノ瀬志希,神谷奈緒,高垣楓
Brand new!,,辻野あかり,砂塚あきら,桐生つかさ
ほほえみDiary,インディゴ・ベル,高森藍子,道明寺歌鈴
イケナイGO AHEAD,,櫻井桃華,橘ありす,村上巴
Driving My Way,,黒埼ちとせ,松永涼,木村夏樹
私色のプレリュード,ソロ,水本ゆかり
太陽の絵の具箱,Sonoritia,遊佐こずえ,佐城雪美,緒方智絵里,依田芳乃
Joker,Ember last,松永涼,大和亜季,中野有香,姫川友紀,前川みく
世界滅亡 or KISS,ソロ,喜多日菜子
ダイアモンド・アテンション,,喜多見柚,難波笑美,椎名法子,ナターリア,脇山珠美
ヒーローヴァーサスレイナンジョー,ヒーローヴァーサス,南条光,小関麗奈
Go Just Go!,,夢見りあむ,一ノ瀬志希,大槻唯,北条加蓮,鷹富士茄子,佐藤心,棟方愛海,川島瑞樹,五十嵐響子
オヤマトペ♪,ソロ,棟方愛海
オレンジタイム,カワイイボクと142's,輿水幸子,白坂小梅,星輝子
弾丸サバイバー,ソロ,大和亜季
THE VILLAIN'S NIGHT,Caper Parade,関裕美,赤城みりあ,櫻井桃華,相葉夕美,宮本フレデリカ
Shinobi 4.0 忍者のすゝめ,ソロ,浜口あやめ
君のステージ衣装、本当は…,,白雪千夜,的場梨沙,速水奏,佐城雪美,荒木比奈
プライスレス ドーナッCyu,ソロ,椎名法子
Beat of the Night,ソロ,黒埼ちとせ
#HE4DSHOT,ソロ,砂塚あきら
14平米にスーベニア,ソロ,久川凪
思い出じゃない今日を,ソロ,喜多見柚
Wish you Happiness!!,,辻野あかり,小早川紗枝,安部菜々,新田美波,ナターリア,塩見周子,浜口あやめ
初夢をあなたと,ソロ,鷹富士茄子
ひまわりマークをさがせ！,ソロ,龍崎薫
Life is HaRMONY,,桐生つかさ,鷺沢文香,白菊ほたる,諸星きらり,黒埼ちとせ
EVIL LIVE,BAD BEASTS,村上巴,的場梨沙,小関麗奈,藤本里奈,向井拓海
Milky Mode,ソロ,及川雫
泡沫のアイオーン,ソロ,荒木比奈
満願成就♪巫女の神頼み！,ソロ,道明寺歌鈴
Just Us Justice,バーニング・バスターズ,南条光,片桐早苗,上条春菜,脇山珠美,結城晴
キセキの証,,鷺沢文香,一ノ瀬志希,神谷奈緒,高森藍子,佐久間まゆ
Let's Sail Away!!!,,浅利七海,八神マキノ,西園寺琴歌
ココカラミライヘ！,,十時愛梨,神崎蘭子,渋谷凛,塩見周子,島村卯月,高垣楓,安部菜々,本田未央,北条加蓮,鷺沢文香
Hungry Bambi,キュリオスター,佐々木千枝,市原仁奈,橘ありす,龍崎薫,棟方愛海,遊佐こずえ
Home Sweet Home,Merry Terrors,白坂小梅,辻野あかり,道明寺歌鈴,佐久間まゆ,小日向美穂
パ・リ・ラ,Bom Dia,ナターリア,及川雫,城ヶ崎莉嘉,浜口あやめ,喜多見柚
Secret Mirage,Reve Pur,水本ゆかり,小早川紗枝
レッド・ソール,Flamme Martini,藤原肇,星輝子,三船美優,桐生司
ずるじゃん,ソロ,乙倉悠貴
星環世界,,砂塚あきら,速水奏,高垣楓,緒方智絵里,喜多日菜子,宮本フレデリカ,相葉夕美,中野有香,片桐早苗
Drastic Melody,Sirius Chord,渋谷凛,松永涼,白雪千夜
かぼちゃ姫,,白坂小梅,久川凪,関裕美,森久保乃々,椎名法子
EVERLASTING,,本田未央,辻野あかり,双葉杏,木村夏樹,アナスタシア,ナターリア,橘ありす,輿水幸子,依田芳乃,川島瑞樹
日々あどべんちゃーなのでしてー,ソロ,依田芳乃
堕ちる果実,Fortuna Regina,神崎蘭子,黒埼ちとせ
トキメキは赤くて甘い,ソロ,辻野あかり
Packing Her Favorite,ソロ,久川颯
ソウソウ,ソロ,ナターリア
GEMSTONE,ソロ,的場梨沙
トロピカルガール,,乙倉悠貴,夢見りあむ,姫川友紀,三村かな子,難波笑美
Myself,ソロ,松永涼
Demolish,Threat Sign,本田未央,結城晴,ナターリア
純情接近STORY,ソロ,島村卯月
ストリート・ランウェイ,ラビエサージュ,砂塚あきら,早坂美玲,堀裕子,二宮飛鳥,多田李衣菜
ラビューダ♡トライアングル,アミマネラ,島村卯月,宮本フレデリカ,喜多日菜子
Reflective illumination night,ソロ,渋谷凛
New bright stars,,小日向美穂,浅利七海,桐生つかさ,城ヶ崎美嘉,向井拓海
まほうのまくら,ららりる,双葉杏,遊佐こずえ
メモリーブロッサム,フェスタ・フェリーチェ,西園寺琴歌,白菊ほたる,高森藍子,五十嵐響子,水本ゆかり
No One Knows,∫nTegral,八神マキノ,速水奏,荒木比奈,北条加蓮
チカラ！イズ！ぱわー！！,サイキックヒーツ,日野茜,堀裕子
ささのはに、うたかたに。,夕星灯,鷺沢文香,佐城雪美,鷹富士茄子,小早川紗枝,藤原肇
サマーサイダー,Sola-iris,久川颯,乙倉悠貴
ギョーてん！しーわーるど！,まりんぱ,浅利七海,前川みく,市原仁奈,棟方愛海,龍崎薫
廻談詣り,かくりよがたり,依田芳乃,白坂小梅
ハンドメイドスマイル,ソロ,関裕美
Dreamy Anniversary,,久川凪,大槻唯,高垣楓,望月聖,新田美波
MOTTO!,,久川凪,西園寺琴歌,桐生つかさ,白菊ほたる,村上巴,関裕美,結城晴
UNIQU3 VOICES!!!,#UNICUS,辻野あかり,砂塚あきら,夢見りあむ
認めてくれなくたっていいよ,,関裕美,白菊ほたる,乙倉悠貴,黒埼ちとせ,早坂美玲
チョコレート？レモネード？どっち？？,,関裕美,白菊ほたる,乙倉悠貴,黒埼ちとせ,早坂美玲
DELIGHT,ソロ,本田未央
ダンシング・デッド,Fav+rica,佐藤心,及川雫,諸星きらり
Arrowhead,ソロ,多田李衣菜
Bullet Ride,ソロ,木村夏樹
ネコドル☆オーバー・ザ・ワールド,ソロ,前川みく
Next Chapter,,佐藤心,一ノ瀬志希,ライラ,鷹富士茄子,鷺沢文香
Majoram Therapie,,夢見りあむ,西園寺琴歌,大槻唯,北条加蓮
セレブレイト・スターレイル,ソロ,西園寺琴歌
サイン・オブ・ホープ,ソロ,南条光
ノーチラスソナー -Nautilus Sonar-,ソロ,八神マキノ
ハートボイルドウォーズ,ガンズパーティー,大和亜季,村上巴,片桐早苗
Isosceles,フェアリーテイル＊マイテイル,小日向美穂,藤原肇
認めてくれなくたっていいよ,,松永涼,三船美優,森久保乃々,藤原肇,砂塚あきら
Starry Night,,松永涼,三船美優,森久保乃々,藤原肇,砂塚あきら
Shine In The Sky☆,U149,古賀小春,橘ありす,市原仁奈,赤城みりあ,櫻井桃華,的場梨沙,結城晴,佐々木千枝,龍崎薫
N.O.R. ～Notes of Revolution～ 革命についての覚書,SOUL LEATHERS,脇山珠美,小関麗奈,星輝子
